date,de_vdax,de_vstoxx
2021-07-31,18.77409090909091,19.30090909090909
2021-08-31,18.037272727272725,18.322727272727274
2021-09-30,21.66909090909091,21.235
2021-10-31,18.68,18.967619047619046
2021-11-30,18.33,19.415454545454544
2021-12-31,21.27190476190476,23.431818181818183
2022-01-31,21.395238095238096,22.984761904761903
2022-02-28,27.3545,28.232499999999998
2022-03-31,35.3795652173913,36.27782608695652
2022-04-30,28.59315789473684,29.3365
2022-05-31,28.23409090909091,29.46
2022-06-30,26.350454545454546,27.473636363636363
2022-07-31,29.052380952380954,27.383809523809525
2022-08-31,25.443043478260872,24.052608695652175
2022-09-30,28.487272727272728,27.827727272727273
2022-10-31,28.68809523809524,28.833809523809524
2022-11-30,22.345909090909092,21.679545454545455
2022-12-31,20.95809523809524,20.63190476190476
